Rk,Name,Date,To Team,From Team,Age,WAR3,Yrs,G,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,W,L,ERA,WHIP,G,GS,SV,IP,H,HR,BB,SO
315,Jonny Gomes\gomesjo01,2012-12-01,Boston Red Sox,OAK,32,1.1,10,880,2646,389,646,136,411,48,308,.244,.334,.455,.790,,,,,,,,,,,,
316,Zach Miner\minerza01,2012-12-01,Philadelphia Phillies,DET,31,,4,11,7,1,1,0,0,0,0,.143,.143,.286,.429,25,20,4.24,1.457,157,35,1,357.0,375,35,145,217
317,Kristopher Negron\negrokr01,2012-12-01,Cincinnati Reds,CIN,27,0.1,1,4,4,2,1,0,0,0,1,.250,.400,.250,.650,,,,,,,,,,,,
318,Lester Oliveros\olivele01,2012-12-01,Minnesota Twins,MIN,25,0.0,2,0,0,0,0,0,0,0,0,,,,,0,0,4.70,1.478,20,0,0,23.0,22,0,12,14
319,Denis Phipps\phippde01,2012-12-01,Cincinnati Reds,CIN,27,0.0,1,8,10,4,3,1,2,0,1,.300,.364,.700,1.064,,,,,,,,,,,,
320,Mike Zagurski\zagurmi01,2012-12-01,Pittsburgh Pirates,ARI,30,-0.8,4,77,0,0,0,0,0,0,0,,,,,1,0,6.13,1.623,82,0,0,69.0,74,10,38,70
321,Russell Martin\martiru01,2012-11-30,Pittsburgh Pirates,NYY,30,6.1,7,925,3183,454,826,93,418,80,422,.260,.352,.399,.751,,,,,,,,,,,,
322,Fernando Nieve\nievefe01,2012-11-30,Cleveland Indians,LAD,30,-0.8,6,,,,,,,,,,,,,,,,,,,,,,,,
323,Mariano Rivera HOF\riverma01,2012-11-30,New York Yankees,NYY,43,5.7,18,68,3,0,0,0,1,0,1,.000,.250,.000,.250,76,58,2.21,0.998,1051,10,608,1219.2,940,65,277,1119
324,David Herndon\herndda01,2012-11-29,New York Yankees,NYY,27,0.4,3,91,7,0,0,0,0,0,0,.000,.000,.000,.000,2,8,3.85,1.479,97,0,1,117.0,131,12,42,76
325,Scott Moore\mooresc02,2012-11-29,Oakland Athletics,HOU,29,-0.6,5,152,385,40,93,16,53,3,28,.242,.302,.410,.712,,,,,,,,,,,,
326,Rich Thompson\thompri02,2012-11-29,Tampa Bay Rays,TBR,34,-0.5,2,29,23,6,2,0,1,7,0,.087,.160,.087,.247,,,,,,,,,,,,
327,Melvin Upton Jr.\uptonbj01,2012-11-29,Atlanta Braves,TBR,28,7.4,8,966,3568,539,910,118,447,232,430,.255,.336,.422,.758,,,,,,,,,,,,
328,Oscar Villarreal\villaos01,2012-11-29,Boston Red Sox,BAL,31,,9,,,,,,,,,,,,,,,,,,,,,,,,
329,Collin Balester\balesco01,2012-11-28,Texas Rangers,DET,27,-0.2,5,60,27,1,4,0,1,0,2,.148,.233,.148,.381,7,16,5.30,1.465,73,22,0,185.0,193,36,78,144
330,Jonathan Broxton\broxtjo01,2012-11-28,Cincinnati Reds,CIN,29,1.5,8,402,5,0,0,0,0,0,2,.000,.286,.000,.286,29,25,3.10,1.236,446,0,111,450.0,376,27,180,548
331,Travis Buck\bucktr01,2012-11-28,San Diego Padres,HOU,29,0.0,6,253,810,99,197,20,95,8,78,.243,.316,.399,.715,,,,,,,,,,,,
332,Ryan Madson\madsory01,2012-11-28,Los Angeles Angels of Anaheim,CIN,32,3.3,9,472,48,3,6,0,2,0,2,.125,.160,.146,.306,47,30,3.59,1.294,491,18,52,630.0,624,61,191,547
333,Andy Pettitte\pettian01,2012-11-28,New York Yankees,NYY,41,4.8,17,107,194,6,27,1,13,0,6,.139,.164,.186,.350,245,142,3.86,1.352,501,491,0,3130.2,3250,271,983,2320
334,Daniel Stange\stangda01,2012-11-28,San Diego Padres,SDP,27,-0.2,1,4,0,0,0,0,0,0,0,,,,,0,0,13.50,2.500,4,0,0,4.0,4,1,6,2
335,Scott Feldman\feldmsc01,2012-11-27,Chicago Cubs,TEX,30,-0.5,8,17,18,1,3,0,1,0,0,.167,.167,.222,.389,39,44,4.81,1.417,204,101,0,727.2,779,82,252,433
336,Humberto Quintero\quinthu01,2012-11-27,Philadelphia Phillies,MIL,33,1.0,10,422,1213,87,284,16,113,1,41,.234,.267,.323,.590,,,,,,,,,,,,
337,Tim Byrdak\byrdati01,2012-11-26,New York Mets,NYM,39,0.6,11,314,13,1,2,0,0,0,0,.154,.154,.231,.385,13,13,4.30,1.504,471,0,4,335.0,303,44,201,323
338,Jeff Clement\clemeje01,2012-11-26,Minnesota Twins,PIT,29,-1.0,4,152,385,33,84,14,39,0,26,.218,.277,.371,.648,,,,,,,,,,,,
339,John Lindsey\lindsjo01,2012-11-26,Detroit Tigers,DET,36,-0.2,2,,,,,,,,,,,,,,,,,,,,,,,,
340,Matt Tuiasosopo\tuiasma01,2012-11-26,Detroit Tigers,NYM,27,-0.7,3,71,193,15,34,5,15,0,13,.176,.234,.306,.540,,,,,,,,,,,,
341,Zach Phillips\phillza01,2012-11-25,Miami Marlins,BAL,26,0.4,2,0,0,0,0,0,0,0,0,,,,,0,0,3.21,1.286,16,0,0,14.0,13,3,5,13
342,Mark Teahen\teahema01,2012-11-24,Arizona Diamondbacks,WSN,31,-1.4,7,,,,,,,,,,,,,,,,,,,,,,,,
343,Alex Hinshaw\hinshal01,2012-11-21,Toronto Blue Jays,CHC,30,-0.6,3,84,1,0,0,0,0,0,0,.000,.000,.000,.000,3,2,5.11,1.689,90,0,0,74.0,68,15,57,85
344,Jose Valdez\valdejo01,2012-11-21,Houston Astros,HOU,30,-0.3,2,23,0,0,0,0,0,0,0,,,,,0,0,5.88,1.692,24,0,0,26.0,29,3,15,25
345,Dewayne Wise\wisede01,2012-11-21,Chicago White Sox,CHW,35,0.3,10,545,1045,143,238,30,112,54,44,.228,.264,.385,.649,0,0,0.00,1.200,2,0,0,1.2,1,0,1,0
346,Trevor Crowe\crowetr01,2012-11-20,Houston Astros,LAA,29,0.6,3,205,653,76,160,3,55,29,44,.245,.295,.329,.625,,,,,,,,,,,,
347,Sergio Escalona\escalse01,2012-11-20,Houston Astros,HOU,28,0.5,3,,,,,,,,,,,,,,,,,,,,,,,,
348,Jeremy Guthrie\guthrje01,2012-11-20,Kansas City Royals,KCR,34,7.9,9,34,47,3,4,0,1,0,1,.085,.104,.128,.232,55,77,4.28,1.309,210,183,0,1202.0,1219,168,354,727
349,Hiroki Kuroda\kurodhi01,2012-11-20,New York Yankees,NYY,38,11.5,5,110,200,7,21,0,3,0,13,.105,.160,.110,.270,57,57,3.42,1.182,148,147,0,918.2,872,89,214,690
350,Guillermo Quiroz\quirogu01,2012-11-20,San Francisco Giants,BOS,31,0.0,8,103,257,19,53,2,28,1,17,.206,.265,.272,.538,,,,,,,,,,,,
351,Jess Todd\toddje01,2012-11-20,Detroit Tigers,STL,27,-0.1,3,,,,,,,,,,,,,,,,,,,,,,,,
352,Matt Young\youngma02,2012-11-20,Los Angeles Angels of Anaheim,STL,30,-0.4,2,25,58,6,11,0,2,0,4,.190,.254,.224,.478,,,,,,,,,,,,
353,Fernando Abad\abadfe01,2012-11-19,Washington Nationals,HOU,27,-0.6,3,86,8,0,1,0,0,0,0,.125,.125,.125,.250,1,11,5.10,1.559,88,6,0,84.2,99,14,33,65
354,Melky Cabrera\cabreme01,2012-11-19,Toronto Blue Jays,SFG,28,8.9,8,984,3498,486,995,69,417,84,284,.284,.338,.414,.752,,,,,,,,,,,,
355,Shawn Camp\campsh01,2012-11-19,Chicago Cubs,CHC,37,2.8,9,101,1,0,1,0,0,0,0,1.000,1.000,1.000,2.000,28,32,4.29,1.428,512,0,12,566.0,641,57,167,389
356,Matt Carson\carsoma01,2012-11-19,Cleveland Indians,MIN,31,0.0,3,72,166,11,35,5,18,4,4,.211,.224,.319,.543,,,,,,,,,,,,
357,Cedric Hunter\huntece01,2012-11-19,Cleveland Indians,STL,25,0.0,1,6,4,1,1,0,0,0,1,.250,.400,.250,.650,,,,,,,,,,,,
358,Felix Pie\piefe01,2012-11-19,Pittsburgh Pirates,ATL,28,-0.8,5,398,964,127,240,17,97,20,68,.249,.298,.374,.673,,,,,,,,,,,,
359,Juan Pierre\pierrju01,2012-11-19,Miami Marlins,PHI,35,1.5,13,1881,7217,1039,2141,17,509,591,451,.297,.346,.363,.709,,,,,,,,,,,,
360,Jeff Stevens\steveje01,2012-11-19,Cincinnati Reds,NYM,29,-0.6,3,,,,,,,,,,,,,,,,,,,,,,,,
361,Jamie Hoffmann\hoffmja01,2012-11-18,New York Mets,BAL,28,-0.1,3,,,,,,,,,,,,,,,,,,,,,,,,
362,Kevin Russo\russoke01,2012-11-18,Detroit Tigers,NYY,28,0.1,2,,,,,,,,,,,,,,,,,,,,,,,,
363,Justin Christian\chrisju01,2012-11-17,St. Louis Cardinals,SFG,33,0.2,3,76,143,18,29,0,12,12,10,.203,.255,.266,.521,,,,,,,,,,,,
364,Kila Ka'aihue\kaaihki01,2012-11-17,Arizona Diamondbacks,OAK,29,-0.3,4,126,411,45,91,15,46,1,49,.221,.305,.382,.687,,,,,,,,,,,,
365,Jeff Manship\manshje01,2012-11-17,Colorado Rockies,MIN,28,-0.9,4,4,1,0,0,0,0,0,0,.000,.000,.000,.000,3,2,6.20,1.623,41,6,0,85.2,107,11,32,56
366,Brian Bixler\bixlebr01,2012-11-16,New York Mets,HOU,30,-0.3,4,183,323,41,61,2,14,9,22,.189,.249,.269,.519,,,,,,,,,,,,
367,Wilkin Castillo\castiwi01,2012-11-16,Los Angeles Dodgers,COL,29,,2,22,35,6,11,0,2,0,1,.314,.333,.343,.676,,,,,,,,,,,,
368,Josh Fields\fieldjo02,2012-11-16,Philadelphia Phillies,LAD,30,0.3,6,,,,,,,,,,,,,,,,,,,,,,,,
369,Torii Hunter\hunteto01,2012-11-16,Detroit Tigers,LAA,37,12.0,16,1947,7181,1068,1986,297,1143,186,577,.277,.335,.466,.801,,,,,,,,,,,,
370,Gerald Laird\lairdge01,2012-11-16,Atlanta Braves,DET,33,-0.9,10,698,2177,290,532,37,215,20,165,.244,.303,.359,.662,,,,,,,,,,,,
371,Dioner Navarro\navardi01,2012-11-16,Chicago Cubs,CIN,29,0.2,9,626,2011,208,493,41,209,10,170,.245,.306,.357,.663,,,,,,,,,,,,
372,Brian Sanches\sanchbr01,2012-11-16,Kansas City Royals,HOU,34,1.3,7,182,11,1,1,0,1,0,0,.091,.091,.091,.182,13,7,3.75,1.409,195,2,0,235.0,209,36,122,204
373,Atahualpa Severino\severat01,2012-11-16,Kansas City Royals,WSN,28,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,
374,Nate Spears\spearna01,2012-11-16,Cleveland Indians,BOS,28,-0.3,2,7,8,0,0,0,0,0,0,.000,.000,.000,.000,,,,,,,,,,,,
375,Willie Collazo\collawi01,2012-11-15,Toronto Blue Jays,TOR,33,,5,,,,,,,,,,,,,,,,,,,,,,,,
376,Brad Davis\davisbr03,2012-11-15,Detroit Tigers,DET,30,0.4,2,,,,,,,,,,,,,,,,,,,,,,,,
377,Dusty Hughes\hughedu01,2012-11-15,Atlanta Braves,ATL,31,0.3,3,,,,,,,,,,,,,,,,,,,,,,,,
378,Zach Kroenke\kroenza01,2012-11-15,Milwaukee Brewers,ARI,29,-0.3,2,,,,,,,,,,,,,,,,,,,,,,,,
379,Trent Oeltjen\oeltjtr01,2012-11-15,Los Angeles Angels of Anaheim,LAD,30,-0.3,3,,,,,,,,,,,,,,,,,,,,,,,,
380,David Purcey\purceda01,2012-11-15,Chicago White Sox,PHI,31,0.0,4,5,1,0,0,0,0,0,0,.000,.000,.000,.000,6,12,5.38,1.555,87,21,1,180.2,180,20,101,151
381,JB Shuck\shuckja01,2012-11-15,Los Angeles Angels of Anaheim,HOU,26,0.0,1,37,81,9,22,0,3,2,11,.272,.359,.321,.680,,,,,,,,,,,,
382,Justin Thomas\thomaju01,2012-11-15,Oakland Athletics,NYY,29,-0.3,3,10,1,0,0,0,0,0,0,.000,.000,.000,.000,0,2,6.93,2.108,31,0,0,24.2,42,4,10,14
383,Carlos Torres\torreca01,2012-11-15,New York Mets,COL,30,0.2,3,33,12,1,2,0,1,0,1,.167,.231,.167,.397,6,6,5.97,1.621,44,6,0,95.0,102,9,52,77
384,Neil Wagner\wagnene01,2012-11-15,Toronto Blue Jays,SDP,29,-0.3,1,0,0,0,0,0,0,0,0,,,,,0,0,7.20,1.800,6,0,0,5.0,6,1,3,4
385,Jeremy Affeldt\affelje01,2012-11-14,San Francisco Giants,SFG,34,1.3,11,428,15,0,3,0,2,0,2,.200,.294,.200,.494,36,37,4.01,1.420,621,42,28,801.2,787,67,351,637
386,Brian Bogusevic\bogusbr01,2012-11-14,Chicago Cubs,HOU,29,1.6,3,252,547,66,124,11,46,20,59,.227,.310,.346,.656,0,0,18.00,3.000,1,0,0,1.0,3,1,0,0
387,J.C. Boscan\boscajc01,2012-11-14,Chicago Cubs,ATL,33,0.0,3,11,19,1,5,0,2,0,1,.263,.300,.263,.563,,,,,,,,,,,,
388,Emmanuel Burriss\burriem01,2012-11-14,Cincinnati Reds,SFG,28,-1.3,5,281,720,87,175,1,42,40,53,.243,.304,.269,.573,,,,,,,,,,,,
389,Lew Ford\fordle01,2012-11-14,Baltimore Orioles,BAL,36,0.0,6,519,1585,235,425,35,176,48,154,.268,.345,.399,.744,,,,,,,,,,,,
390,Eric Hacker\hackeer01,2012-11-14,San Francisco Giants,SFG,30,0.0,3,7,3,0,0,0,0,0,0,.000,.000,.000,.000,0,1,4.00,1.667,9,1,0,18.0,22,2,8,11
391,Brendan Harris\harribr01,2012-11-14,Los Angeles Angels of Anaheim,COL,32,-1.1,7,485,1587,194,412,29,158,5,126,.260,.318,.383,.701,,,,,,,,,,,,
392,Blake Lalli\lallibl01,2012-11-14,Milwaukee Brewers,OAK,30,-0.3,1,6,15,1,2,0,2,0,1,.133,.188,.133,.321,,,,,,,,,,,,
393,David Ross\rossda01,2012-11-14,Boston Red Sox,ATL,36,3.3,11,658,1701,197,405,84,248,1,210,.238,.324,.444,.769,,,,,,,,,,,,
394,Steven Tolleson\tollest01,2012-11-14,Chicago White Sox,BAL,29,-0.1,2,54,120,9,27,3,10,1,8,.225,.273,.350,.623,,,,,,,,,,,,
395,Juan Abreu\abreuju01,2012-11-13,Los Angeles Dodgers,TOR,28,0.1,1,,,,,,,,,,,,,,,,,,,,,,,,
396,Scott Baker\bakersc02,2012-11-13,Chicago Cubs,MIN,31,5.8,7,11,25,1,3,0,0,0,0,.120,.120,.160,.280,63,48,4.15,1.264,163,159,0,958.0,987,123,224,770
397,Billy Buckner\bucknbi02,2012-11-13,Los Angeles Angels of Anaheim,BOS,29,-0.6,4,27,26,0,6,0,6,0,1,.231,.259,.308,.567,6,11,6.25,1.641,36,21,0,138.1,173,24,54,103
398,Luke Carlin\carlilu01,2012-11-13,Los Angeles Angels of Anaheim,CLE,32,0.5,4,56,140,21,25,3,11,1,15,.179,.263,.286,.549,,,,,,,,,,,,
399,Alberto Gonzalez\gonzaal03,2012-11-13,Chicago Cubs,TEX,30,0.0,6,402,893,91,216,3,85,2,43,.242,.279,.317,.596,,,,,,,,,,,,
400,Rob Johnson\johnsro07,2012-11-13,St. Louis Cardinals,NYM,30,-0.6,6,245,701,60,141,8,62,6,69,.201,.277,.297,.574,0,0,0.00,0.000,1,0,0,1.0,0,0,0,1
401,Jo-Jo Reyes\reyesjo03,2012-11-13,Los Angeles Angels of Anaheim,PIT,28,-1.0,5,45,63,4,9,0,2,0,4,.143,.194,.175,.369,12,26,6.05,1.637,70,62,0,334.2,402,54,146,215
402,Mitch Stetter\stettmi01,2012-11-13,Los Angeles Angels of Anaheim,MIL,32,-0.5,5,,,,,,,,,,,,,,,,,,,,,,,,
403,Aaron Cunningham\cunniaa01,2012-11-12,Texas Rangers,CLE,27,-0.4,5,222,452,47,99,7,51,4,34,.219,.280,.347,.628,,,,,,,,,,,,
404,Mike Hessman\hessmmi01,2012-11-12,Cincinnati Reds,HOU,35,0.0,9,,,,,,,,,,,,,,,,,,,,,,,,
405,Shawn Hill\hillsh01,2012-11-12,Detroit Tigers,TOR,32,0.6,7,35,45,3,3,0,0,0,6,.067,.192,.067,.259,10,18,4.69,1.442,45,44,0,242.0,273,19,76,151
406,Daniel McCutchen\mccutda01,2012-11-12,Baltimore Orioles,PIT,30,-0.1,4,107,30,2,2,0,1,1,1,.067,.125,.067,.192,8,11,4.77,1.495,108,15,0,188.2,209,27,73,104
407,Ramon Troncoso\troncra01,2012-11-12,Chicago White Sox,LAD,30,-0.2,4,165,8,0,0,0,1,0,1,.000,.111,.000,.111,8,8,3.92,1.424,175,0,6,197.1,213,17,68,141
408,Bryan Anderson\anderbr05,2012-11-11,Chicago White Sox,STL,26,-0.2,2,25,44,3,12,0,4,1,2,.273,.327,.341,.667,,,,,,,,,,,,
409,Eric Fryer\fryerer01,2012-11-10,Minnesota Twins,PIT,27,0.2,2,16,30,5,8,0,0,1,4,.267,.353,.267,.620,,,,,,,,,,,,
410,Tim Wood\woodti01,2012-11-10,Minnesota Twins,PIT,30,-0.5,3,,,,,,,,,,,,,,,,,,,,,,,,
411,Justin Germano\germaju01,2012-11-09,Toronto Blue Jays,CHC,30,-0.8,7,58,67,4,10,0,3,0,4,.149,.197,.179,.376,10,30,5.27,1.419,93,48,0,322.2,354,39,104,205
412,Bobby Korecky\korecbo01,2012-11-09,Toronto Blue Jays,TOR,33,-0.1,3,7,1,0,1,0,0,0,0,1.000,1.000,1.000,2.000,2,0,7.30,1.784,22,0,0,24.2,31,3,13,9
413,Jeff Larish\larisje01,2012-11-09,Pittsburgh Pirates,PIT,30,-0.3,4,,,,,,,,,,,,,,,,,,,,,,,,
414,Brandon Wood\woodbr01,2012-11-09,Kansas City Royals,COL,28,-2.4,5,,,,,,,,,,,,,,,,,,,,,,,,
415,Maicer Izturis\izturma01,2012-11-08,Toronto Blue Jays,LAA,32,3.5,9,791,2613,370,714,34,301,91,238,.273,.337,.381,.718,,,,,,,,,,,,
416,Eddy Rodriguez\rodried04,2012-11-08,San Diego Padres,SDP,27,0.2,1,2,5,1,1,1,1,0,2,.200,.429,.800,1.229,,,,,,,,,,,,
417,Brad Snyder\snydebr02,2012-11-08,Arizona Diamondbacks,HOU,31,-0.1,2,20,36,2,6,0,5,0,1,.167,.189,.194,.384,,,,,,,,,,,,
418,Greg Burke\burkegr01,2012-11-07,New York Mets,BAL,30,,1,44,0,0,0,0,0,0,0,,,,,3,3,4.14,1.555,48,0,0,45.2,48,4,23,33
419,Mitch Maier\maiermi01,2012-11-07,Boston Red Sox,KCR,31,1.0,6,359,977,122,242,10,93,15,112,.248,.327,.344,.671,0,0,0.00,1.000,2,0,0,2.0,2,0,0,0
420,Carlos Maldonado\maldoca03,2012-11-07,Washington Nationals,WSN,34,0.2,4,29,63,3,10,3,8,1,9,.159,.260,.317,.578,,,,,,,,,,,,
421,Garrett Mock\mockga01,2012-11-07,Arizona Diamondbacks,HOU,30,-0.1,4,,,,,,,,,,,,,,,,,,,,,,,,
422,Luke Montz\montzlu01,2012-11-07,Oakland Athletics,MIA,29,,1,10,21,2,3,1,3,0,5,.143,.308,.286,.593,,,,,,,,,,,,
423,Blake Parker\parkebl01,2012-11-07,Chicago Cubs,CHC,28,-0.3,1,7,0,0,0,0,0,0,0,,,,,0,0,6.00,2.500,7,0,0,6.0,10,3,5,6
424,Manny Pina\pinama01,2012-11-07,Kansas City Royals,KCR,26,-0.1,2,5,16,2,3,0,0,0,1,.188,.235,.313,.548,,,,,,,,,,,,
425,Will Rhymes\rhymewi01,2012-11-07,Washington Nationals,TBR,30,0.4,3,130,399,54,106,2,29,2,35,.266,.328,.343,.671,,,,,,,,,,,,
426,Darren Ford\fordda03,2012-11-06,Pittsburgh Pirates,SEA,27,0.2,2,,,,,,,,,,,,,,,,,,,,,,,,
427,Luis Hernandez\hernalu01,2012-11-05,Cleveland Indians,TEX,29,0.5,5,122,267,22,65,3,20,6,14,.243,.284,.296,.580,,,,,,,,,,,,
428,Josh Kroeger\kroegjo01,2012-11-05,Atlanta Braves,ATL,30,,8,,,,,,,,,,,,,,,,,,,,,,,,
429,David Ortiz\ortizda01,2012-11-05,Boston Red Sox,BOS,37,9.9,16,1832,6539,1124,1863,401,1326,11,1011,.285,.380,.547,.928,,,,,,,,,,,,
430,Jordan Smith\smithjo06,2012-11-05,Miami Marlins,CIN,27,-0.5,2,,,,,,,,,,,,,,,,,,,,,,,,
431,Chris Valaika\valaich01,2012-11-05,Miami Marlins,CIN,27,0.3,2,33,63,6,17,1,2,0,3,.270,.303,.381,.684,,,,,,,,,,,,
432,Kevin Kouzmanoff\kouzmke01,2012-11-04,Miami Marlins,KCR,31,1.9,6,672,2478,265,633,85,361,6,123,.255,.300,.420,.720,,,,,,,,,,,,
433,Joel Peralta\peraljo01,2012-11-04,Tampa Bay Rays,TBR,37,3.0,8,87,4,1,1,0,2,0,0,.250,.250,.500,.750,10,21,3.94,1.140,407,0,10,457.0,401,64,120,407
434,Bartolo Colon\colonba01,2012-11-03,Oakland Athletics,OAK,40,4.1,15,41,90,1,10,0,5,0,0,.111,.120,.111,.231,171,122,4.05,1.326,381,375,0,2393.1,2401,294,773,1833
435,Oliver Perez\perezol01,2012-11-03,Seattle Mariners,SEA,31,-0.2,10,204,341,13,54,0,15,3,14,.158,.190,.161,.352,59,72,4.57,1.475,239,195,0,1141.1,1046,168,638,1150
436,Hisashi Iwakuma\iwakuhi01,2012-11-02,Seattle Mariners,SEA,32,2.3,1,2,0,0,0,0,0,0,0,,,,,9,5,3.16,1.277,30,16,2,125.1,117,17,43,101
437,Mike Ekstrom\ekstrmi01,2012-10-29,Oakland Athletics,COL,29,0.3,5,37,2,0,0,0,0,0,0,.000,.000,.000,.000,0,3,5.61,1.557,51,0,0,61.0,69,6,26,45
438,P.J. Walters\waltepj01,2012-10-29,Minnesota Twins,MIN,28,-1.0,4,19,10,0,0,0,0,0,1,.000,.091,.000,.091,4,5,6.39,1.518,32,16,0,112.2,127,24,44,82
439,Edwin Maysonet\maysoed01,2012-10-27,Chicago Cubs,MIL,31,0.0,3,76,136,16,36,2,11,1,8,.265,.308,.346,.654,,,,,,,,,,,,
440,Garrett Olson\olsonga01,2012-10-27,Oakland Athletics,NYM,29,-0.1,6,11,6,1,1,0,1,0,0,.167,.143,.167,.310,14,22,6.26,1.665,104,44,1,287.2,336,46,143,193
441,Jason Pridie\pridija01,2012-10-27,Baltimore Orioles,PHI,29,1.0,4,121,222,32,51,5,23,7,25,.230,.306,.378,.685,,,,,,,,,,,,
